id	email	ssid	bssid	level	frequency	latitude	longitude	timestamp
22922	user58	OTEf2a2f0	d8:74:95:f2:a2:f0	-79	2462	37.93865216908066	23.73999680246806	2015-04-05 17:17:45
22926	user58	OTEf2a2f0	d8:74:95:f2:a2:f0	-82	2462	37.93865216908066	23.73999680246806	2015-04-05 17:21:28
22927	user58	OTEf384d0	a4:7e:39:f3:84:d0	-93	2462	37.938643691782765	23.740022074670897	2015-04-05 17:21:29
22930	user58	CostasMacos3	2c:95:7f:49:d1:f0	-35	2412	37.93867268066061	23.73995097576572	2015-04-05 17:24:12
22931	user58	OTEf2a2f0	d8:74:95:f2:a2:f0	-78	2462	37.93865216908066	23.73999680246806	2015-04-05 17:24:14
22932	user58	OTE9a4b3e	00:13:33:85:ec:7b	-98	2437	37.93875124597337	23.739992014441725	2015-04-05 17:24:16
22933	user58	CostasMacos3	2c:95:7f:49:d1:f0	-31	2412	37.93867268066061	23.73995097576572	2015-04-05 17:25:20
22934	user58	CYTAA497	cc:1a:fa:4a:a4:97	-84	2412	37.93863684829415	23.73997117071057	2015-04-05 17:25:22
22935	user58	Athens Metro Mall	00:15:6d:b0:b5:9d	-88	2422	37.93877244215805	23.740033082576698	2015-04-05 17:25:24
22936	user58	CostasMacos3	2c:95:7f:49:d1:f0	-40	2412	37.93867268066061	23.73995097576572	2015-04-05 17:25:40
22937	user58	OTEf2a2f0	d8:74:95:f2:a2:f0	-76	2462	37.93865216908066	23.73999680246806	2015-04-05 17:25:40
22938	user58	CYTAA497	cc:1a:fa:4a:a4:97	-83	2412	37.93863684829415	23.73997117071057	2015-04-05 17:25:40
22939	user58	OTEf384d0	a4:7e:39:f3:84:d0	-88	2462	37.93877931873683	23.740042696150752	2015-04-05 17:25:41
22940	user58	Athens Metro Mall	00:15:6d:b0:e3:ab	-93	2432	37.938710882710275	23.739937008553863	2015-04-05 17:26:01
22941	user58	CYTAA497	cc:1a:fa:4a:a4:97	-85	2412	37.93863684829415	23.73997117071057	2015-04-05 17:26:20
22942	user58	Athens Metro Mall	00:15:6d:b0:e3:ab	-94	2432	37.938710882710275	23.739937008553863	2015-04-05 17:26:21
22943	user58	OTEf384d0	a4:7e:39:f3:84:d0	-89	2462	37.93859129618777	23.740044207286402	2015-04-05 17:26:22
22944	user58	OTEf2a2f0	d8:74:95:f2:a2:f0	-85	2462	37.93865216908066	23.73999680246806	2015-04-05 17:26:42
22945	user58	CYTAA497	cc:1a:fa:4a:a4:97	-86	2412	37.93863684829415	23.73997117071057	2015-04-05 17:26:43
22946	user58	Athens Metro Mall	00:15:6d:b0:e5:29	-93	2412	37.93863298056527	23.7400241318939	2015-04-05 17:26:44
22947	user58	Likeradio.gr Hot Spot	cc:1a:fa:41:c4:08	-95	2432	37.93890529793992	23.740223668615887	2015-04-05 17:26:45
22948	user58	OTEf384d0	a4:7e:39:f3:84:d0	-87	2462	37.93859129618777	23.740044207286402	2015-04-05 17:27:01
22949	user58	OTEf23d78	d8:74:95:f2:3d:78	-94	2457	37.938696007299505	23.73999037956655	2015-04-05 17:27:22
22950	user56	virus.exe	08:76:ff:b9:f5:08	-85	2412	38.00958375768827	23.826797716334553	2015-04-05 17:27:41
22951	user58	OTEf2a2f0	d8:74:95:f2:a2:f0	-81	2462	37.93865216908066	23.73999680246806	2015-04-05 17:27:41
22952	user58	Athens Metro Mall	00:15:6d:b0:b5:9d	-89	2422	37.93864842756792	23.74003769742519	2015-04-05 17:27:42
22953	user58	OTE9a4b3e	00:13:33:85:ec:7b	-99	2437	37.93869709634389	23.74004915837313	2015-04-05 17:28:01
22954	user58	CYTAA497	cc:1a:fa:4a:a4:97	-87	2412	37.93863684829415	23.73997117071057	2015-04-05 17:28:22
22955	user58	OTEf2a2f0	d8:74:95:f2:a2:f0	-73	2462	37.93865216908066	23.73999680246806	2015-04-05 17:29:20
22956	user58	Likeradio.gr Hot Spot	cc:1a:fa:41:c4:08	-94	2432	37.93859572793757	23.73998337042873	2015-04-05 17:29:21
22957	user58	Athens Metro Mall	00:15:6d:b0:e2:2b	-95	2472	37.93879466070814	23.73999581938302	2015-04-05 17:29:43
22958	user58	OTEf2a2f0	d8:74:95:f2:a2:f0	-75	2462	37.93865216908066	23.73999680246806	2015-04-05 17:30:01
22959	user58	hol - NetFasteR WLAN 3	00:05:59:45:6a:60	-96	2437	37.938681296504114	23.73998925406533	2015-04-05 17:30:22
22961	user58	Athens Metro Mall	00:15:6d:b0:e3:ab	-92	2432	37.93862568805604	23.739987768223568	2015-04-05 17:30:42
22962	user58	Likeradio.gr Hot Spot	cc:1a:fa:41:c4:08	-96	2432	37.93867582845482	23.739919285956038	2015-04-05 17:30:43
22964	user58	OTEf2a2f0	d8:74:95:f2:a2:f0	-71	2462	37.93865216908066	23.73999680246806	2015-04-05 17:31:04
22965	user58	Athens Metro Mall	00:15:6d:b0:e3:37	-95	2457	37.93871773635148	23.739934889183157	2015-04-05 17:31:22
22966	user58	Athens Metro Mall	00:15:6d:b0:e2:2b	-94	2472	37.938679651050485	23.740046403034313	2015-04-05 17:31:23
22967	user58	conn-xe0dd4c	dc:02:8e:e0:dd:4c	-95	2422	37.93873291967755	23.739907848384977	2015-04-05 17:31:43
22968	user58	CYTAA497	cc:1a:fa:4a:a4:97	-88	2412	37.93863684829415	23.73997117071057	2015-04-05 17:32:02
22969	user58	CYTAA497	cc:1a:fa:4a:a4:97	-82	2412	37.93863684829415	23.73997117071057	2015-04-05 17:32:22
22970	user58	Athens Metro Mall	00:15:6d:b0:e2:2b	-97	2472	37.938748466060154	23.74008645607913	2015-04-05 17:32:22
22971	user58	Wind WiFi WZhwbM	38:46:08:c3:08:af	-93	2462	37.938714467247905	23.74014056804105	2015-04-05 17:32:23
22972	user58	CYTAA497	cc:1a:fa:4a:a4:97	-90	2412	37.93863684829415	23.73997117071057	2015-04-05 17:32:44
22973	user58	Athens Metro Mall	00:15:6d:b0:e3:ab	-90	2432	37.938635070210644	23.740016158553697	2015-04-05 17:32:46
22974	user58	OTEf2a2f0	d8:74:95:f2:a2:f0	-83	2462	37.93865216908066	23.73999680246806	2015-04-05 17:33:01
22975	user58	OTEf2a2f0	d8:74:95:f2:a2:f0	-87	2462	37.93865216908066	23.73999680246806	2015-04-05 17:33:21
22976	user58	Athens Metro Mall	00:15:6d:b0:b5:9d	-87	2422	37.938521385663115	23.740006458446434	2015-04-05 17:33:22
22977	user58	Wind WiFi WZhwbM	38:46:08:c3:08:af	-97	2462	37.9386769124055	23.739981743664377	2015-04-05 17:33:24
22979	user58	Athens Metro Mall	00:15:6d:b0:e5:29	-96	2412	37.93869857768798	23.74007794057116	2015-04-05 17:34:03
22980	user58	Wind WiFi WZhwbM	38:46:08:c3:08:af	-94	2462	37.938636478492505	23.739922485785414	2015-04-05 17:34:22
22981	user58	HOL_ZTE_4	14:60:80:61:37:80	-93	2412	37.93875756055235	23.740027695144473	2015-04-05 17:34:43
22982	user58	OTEf2a2f0	d8:74:95:f2:a2:f0	-70	2462	37.93865216908066	23.73999680246806	2015-04-05 17:35:02
22983	user58	Athens Metro Mall	00:15:6d:b0:ea:98	-96	2447	37.93871830984643	23.740069438287833	2015-04-05 17:35:03
22984	user58	Athens Metro Mall	00:15:6d:b0:e2:2b	-99	2472	37.938546486140865	23.740074384085418	2015-04-05 17:35:43
22985	user58	OTEf384d0	a4:7e:39:f3:84:d0	-92	2462	37.9386411763649	23.739992058056085	2015-04-05 17:36:02
22986	user58	conn-xe0dd4c	dc:02:8e:e0:dd:4c	-94	2422	37.93867684391142	23.739911939379176	2015-04-05 17:36:22
22987	user58	Athens Metro Mall	00:15:6d:b0:e3:37	-91	2457	37.93872479770556	23.740012214471495	2015-04-05 17:36:23
22988	user58	OTEf2a2f0	d8:74:95:f2:a2:f0	-80	2462	37.93865216908066	23.73999680246806	2015-04-05 17:36:41
22994	user56	hol wifi	4e:ab:25:7e:0d:b0	-71	2417	38.009623442236354	23.826970505862096	2015-04-05 18:00:26
22995	user53	dolcecafe	00:0e:8f:5a:5a:b9	-51	2437	37.97559577366307	23.763531285229927	2015-04-05 19:13:53
22996	user53	cytahellas	58:98:35:3b:2e:41	-66	2452	37.97554902894884	23.76356046846736	2015-04-05 19:13:57
22997	user53	HOL_TC_7	5a:41:50:85:fa:87	-76	2412	37.975498429977726	23.763625185839402	2015-04-05 19:14:00
22998	user53	wind wifi	00:13:d3:81:dc:17	-83	2412	37.97540618061276	23.763582141283333	2015-04-05 19:14:02
22999	user53	conn-xa4aaab	4c:09:b4:a4:aa:a8	-73	2462	37.97542688592938	23.763867061076436	2015-04-05 19:14:07
23000	user53	Oikogeneiako :P	00:05:59:09:b8:dd	-84	2437	37.97532571561396	23.7637177258759	2015-04-05 19:14:11
23001	user53	Thomson8650C1	00:26:44:22:8e:f5	-74	2437	37.975493883426104	23.763722437097147	2015-04-05 19:14:16
23002	user54	FREEBOX_MARCANTOINE	14:0c:76:7f:c4:ea	-56	2437	46.24773274630056	6.020345115408353	2015-04-05 19:27:45
23003	user54	FreeWifi_secure	14:0c:76:7f:c4:ec	-56	2437	46.24771513999726	6.020426198871158	2015-04-05 19:27:45
23004	user54	FreeWifi_secure	14:0c:76:7e:d7:26	-81	2462	46.2477230024535	6.020512566587874	2015-04-05 19:27:46
23005	user54	freebox_Pierre	14:0c:76:7e:d7:24	-80	2462	46.2477931772611	6.02045400124583	2015-04-05 19:27:47
23006	user54	Livebox-4DD2	4c:ac:0a:52:4d:d2	-82	2437	46.24783837681342	6.020476229455376	2015-04-05 19:27:48
23007	user54	DIRECT-bc-BRAVIA	f6:b7:e2:99:6b:53	-90	2412	46.2478167246441	6.020485564379	2015-04-05 19:27:49
23008	user54	CINDIM	00:24:d4:d9:df:ac	-94	2462	46.24776694555147	6.020347666106547	2015-04-05 19:27:50
23009	user54	FreeWifi_secure	00:24:d4:d9:df:ae	-96	2462	46.247836702569025	6.020420454856134	2015-04-05 19:27:51
23010	user54	FreeWifi	14:0c:76:7f:c4:eb	-56	2437	46.24779641711131	6.020531619244029	2015-04-05 19:27:51
23011	user54	FreeWifi	14:0c:76:7e:d7:25	-81	2462	46.247779560768564	6.020470169569622	2015-04-05 19:27:52
23012	user54	orange	42:ac:0a:52:4d:d2	-82	2437	46.24786105838802	6.020510819317573	2015-04-05 19:27:52
23013	user54	FreeWifi	00:24:d4:d9:df:ad	-95	2462	46.24785229095647	6.020461399869234	2015-04-05 19:27:54
23014	user54	Livebox-29EC	2c:39:96:2e:29:ec	-90	2412	46.24775646752806	6.020320405349037	2015-04-05 19:27:54
23015	user54	FreeWifi_secure	14:0c:76:7e:d7:26	-84	2462	46.2477230024535	6.020512566587874	2015-04-05 19:28:06
23016	user54	freebox_Pierre	14:0c:76:7e:d7:24	-83	2462	46.2477931772611	6.02045400124583	2015-04-05 19:28:09
23017	user54	FreeWifi	14:0c:76:7f:c4:eb	-52	2437	46.24779641711131	6.020531619244029	2015-04-05 19:28:11
23018	user54	FreeWifi	14:0c:76:7e:d7:25	-82	2462	46.247779560768564	6.020470169569622	2015-04-05 19:28:12
23019	user54	Livebox-29EC	2c:39:96:2e:29:ec	-88	2412	46.24775646752806	6.020320405349037	2015-04-05 19:28:14
23020	user54	FREEBOX_MARCANTOINE	14:0c:76:7f:c4:ea	-50	2437	46.24773274630056	6.020345115408353	2015-04-05 19:28:24
23021	user54	FreeWifi_secure	14:0c:76:7f:c4:ec	-49	2437	46.24771513999726	6.020426198871158	2015-04-05 19:28:25
23022	user54	FreeWifi_secure	14:0c:76:7e:d7:26	-82	2462	46.2477230024535	6.020512566587874	2015-04-05 19:28:25
23023	user54	freebox_Pierre	14:0c:76:7e:d7:24	-81	2462	46.2477931772611	6.02045400124583	2015-04-05 19:28:28
23024	user54	Livebox-4DD2	4c:ac:0a:52:4d:d2	-88	2437	46.24783837681342	6.020476229455376	2015-04-05 19:28:29
23025	user54	FreeWifi	14:0c:76:7f:c4:eb	-54	2437	46.24779641711131	6.020531619244029	2015-04-05 19:28:31
23026	user54	orange	42:ac:0a:52:4d:d2	-78	2437	46.24786105838802	6.020510819317573	2015-04-05 19:28:32
23027	user54	DIRECT-bc-BRAVIA	f6:b7:e2:99:6b:53	-84	2412	46.24775623711049	6.020406265246349	2015-04-05 19:28:35
23028	user54	FREEBOX_MARCANTOINE	14:0c:76:7f:c4:ea	-53	2437	46.24773274630056	6.020345115408353	2015-04-05 19:28:46
23029	user54	FreeWifi_secure	14:0c:76:7f:c4:ec	-53	2437	46.24771513999726	6.020426198871158	2015-04-05 19:28:47
23030	user54	freebox_Pierre	14:0c:76:7e:d7:24	-82	2462	46.2477931772611	6.02045400124583	2015-04-05 19:28:48
23031	user54	Livebox-4DD2	4c:ac:0a:52:4d:d2	-78	2437	46.24783837681342	6.020476229455376	2015-04-05 19:28:49
23032	user54	FreeWifi	14:0c:76:7f:c4:eb	-53	2437	46.24779641711131	6.020531619244029	2015-04-05 19:28:50
23033	user54	orange	42:ac:0a:52:4d:d2	-80	2437	46.24786105838802	6.020510819317573	2015-04-05 19:28:52
23034	user54	Livebox-29EC	2c:39:96:2e:29:ec	-91	2412	46.24775646752806	6.020320405349037	2015-04-05 19:28:52
23035	user54	DIRECT-bc-BRAVIA	f6:b7:e2:99:6b:53	-80	2412	46.24775623711049	6.020406265246349	2015-04-05 19:28:53
23036	user54	FREEBOX_MARCANTOINE	14:0c:76:7f:c4:ea	-63	2437	46.24773274630056	6.020345115408353	2015-04-05 19:29:12
23037	user54	FreeWifi_secure	14:0c:76:7f:c4:ec	-62	2437	46.24771513999726	6.020426198871158	2015-04-05 19:29:13
23038	user54	Livebox-4DD2	4c:ac:0a:52:4d:d2	-80	2437	46.24783837681342	6.020476229455376	2015-04-05 19:29:14
23039	user54	FreeWifi	14:0c:76:7f:c4:eb	-63	2437	46.24779641711131	6.020531619244029	2015-04-05 19:29:17
23040	user54	orange	42:ac:0a:52:4d:d2	-81	2437	46.24786105838802	6.020510819317573	2015-04-05 19:29:18
23041	user54	Livebox-29EC	2c:39:96:2e:29:ec	-89	2412	46.24775646752806	6.020320405349037	2015-04-05 19:29:19
23042	user54	DIRECT-bc-BRAVIA	f6:b7:e2:99:6b:53	-81	2412	46.24775623711049	6.020406265246349	2015-04-05 19:29:20
23043	user54	CINDIM	00:24:d4:d9:df:ac	-92	2462	46.24772808212187	6.020445214971093	2015-04-05 19:29:20
23044	user54	FreeWifi_secure	00:24:d4:d9:df:ae	-88	2462	46.247861661862274	6.020463478193048	2015-04-05 19:29:21
23045	user54	FreeWifi	00:24:d4:d9:df:ad	-89	2462	46.2477549884045	6.020451866982937	2015-04-05 19:29:27
23046	user54	FREEBOX_MARCANTOINE	14:0c:76:7f:c4:ea	-61	2437	46.24773274630056	6.020345115408353	2015-04-05 19:29:40
23047	user54	Livebox-4DD2	4c:ac:0a:52:4d:d2	-79	2437	46.24783837681342	6.020476229455376	2015-04-05 19:29:47
23048	user54	FreeWifi	14:0c:76:7f:c4:eb	-64	2437	46.24779641711131	6.020531619244029	2015-04-05 19:29:52
23049	user54	orange	42:ac:0a:52:4d:d2	-84	2437	46.24786105838802	6.020510819317573	2015-04-05 19:29:53
23050	user54	Livebox-29EC	2c:39:96:2e:29:ec	-97	2412	46.24775646752806	6.020320405349037	2015-04-05 19:29:54
23051	user54	CINDIM	00:24:d4:d9:df:ac	-93	2462	46.24772808212187	6.020445214971093	2015-04-05 19:29:58
23052	user54	FreeWifi_secure	00:24:d4:d9:df:ae	-93	2462	46.247861661862274	6.020463478193048	2015-04-05 19:30:02
23053	user54	FreeWifi	00:24:d4:d9:df:ad	-92	2462	46.2477549884045	6.020451866982937	2015-04-05 19:30:04
23054	user54	FreeWifi_secure	14:0c:76:7e:d7:26	-83	2462	46.2477230024535	6.020512566587874	2015-04-05 19:30:23
23055	user54	freebox_Pierre	14:0c:76:7e:d7:24	-84	2462	46.2477931772611	6.02045400124583	2015-04-05 19:30:24
23056	user54	Livebox-4DD2	4c:ac:0a:52:4d:d2	-83	2437	46.24783837681342	6.020476229455376	2015-04-05 19:30:25
23057	user54	FreeWifi	14:0c:76:7e:d7:25	-83	2462	46.247779560768564	6.020470169569622	2015-04-05 19:30:26
23058	user54	orange	42:ac:0a:52:4d:d2	-83	2437	46.24786105838802	6.020510819317573	2015-04-05 19:30:28
23059	user54	DIRECT-bc-BRAVIA	f6:b7:e2:99:6b:53	-86	2412	46.24775623711049	6.020406265246349	2015-04-05 19:30:28
23060	user54	freebox_Pierre	14:0c:76:7e:d7:24	-92	2462	46.2477931772611	6.02045400124583	2015-04-05 19:31:07
23061	user54	Livebox-4DD2	4c:ac:0a:52:4d:d2	-84	2437	46.24783837681342	6.020476229455376	2015-04-05 19:31:07
23062	user54	FreeWifi	14:0c:76:7e:d7:25	-91	2462	46.247779560768564	6.020470169569622	2015-04-05 19:31:15
23063	user54	orange	42:ac:0a:52:4d:d2	-85	2437	46.24786105838802	6.020510819317573	2015-04-05 19:31:18
23064	user54	FreeWifi_secure	14:0c:76:7e:d7:26	-91	2462	46.24775772386107	6.0204219075443755	2015-04-05 19:31:22
23065	user54	FreeWifi_secure	14:0c:76:7f:c4:ec	-51	2437	46.24771513999726	6.020426198871158	2015-04-05 19:31:47
23066	user54	Livebox-4DD2	4c:ac:0a:52:4d:d2	-97	2437	46.24783837681342	6.020476229455376	2015-04-05 19:31:48
23067	user54	FreeWifi	14:0c:76:7f:c4:eb	-51	2437	46.24779641711131	6.020531619244029	2015-04-05 19:31:48
23068	user54	orange	42:ac:0a:52:4d:d2	-95	2437	46.24786105838802	6.020510819317573	2015-04-05 19:31:49
23069	user54	DIRECT-bc-BRAVIA	f6:b7:e2:99:6b:53	-88	2412	46.24775623711049	6.020406265246349	2015-04-05 19:32:02
23070	user54	Livebox-29EC	2c:39:96:2e:29:ec	-95	2412	46.24786180189542	6.020465153545622	2015-04-05 19:32:02
23071	user54	CINDIM	00:24:d4:d9:df:ac	-87	2462	46.24772972291231	6.020496670405389	2015-04-05 19:32:03
23072	user54	FREEBOX_MARCANTOINE	14:0c:76:7f:c4:ea	-57	2437	46.24773274630056	6.020345115408353	2015-04-05 19:32:25
23073	user54	FreeWifi_secure	14:0c:76:7f:c4:ec	-57	2437	46.24771513999726	6.020426198871158	2015-04-05 19:32:26
23074	user54	freebox_Pierre	14:0c:76:7e:d7:24	-89	2462	46.2477931772611	6.02045400124583	2015-04-05 19:32:26
23075	user54	FreeWifi	14:0c:76:7f:c4:eb	-57	2437	46.24779641711131	6.020531619244029	2015-04-05 19:32:27
23076	user54	Livebox-29EC	2c:39:96:2e:29:ec	-92	2412	46.24786180189542	6.020465153545622	2015-04-05 19:32:33
23077	user54	FreeWifi	00:24:d4:d9:df:ad	-87	2462	46.24770443858361	6.020398789422312	2015-04-05 19:32:35
23078	user54	FREEBOX_MARCANTOINE	14:0c:76:7f:c4:ea	-51	2437	46.24773274630056	6.020345115408353	2015-04-05 19:33:05
23079	user54	FreeWifi_secure	14:0c:76:7f:c4:ec	-50	2437	46.24771513999726	6.020426198871158	2015-04-05 19:33:06
23080	user54	freebox_Pierre	14:0c:76:7e:d7:24	-88	2462	46.2477931772611	6.02045400124583	2015-04-05 19:33:06
23081	user54	FreeWifi	14:0c:76:7f:c4:eb	-50	2437	46.24779641711131	6.020531619244029	2015-04-05 19:33:09
23082	user54	Livebox-29EC	2c:39:96:2e:29:ec	-87	2412	46.24786180189542	6.020465153545622	2015-04-05 19:33:14
23083	user54	FreeWifi_secure	00:24:d4:d9:df:ae	-82	2462	46.24769775543827	6.020450030511117	2015-04-05 19:33:18
23084	user54	CINDIM	00:24:d4:d9:df:ac	-85	2462	46.24772972291231	6.020496670405389	2015-04-05 19:33:19
23085	user54	FreeWifi	00:24:d4:d9:df:ad	-85	2462	46.24770443858361	6.020398789422312	2015-04-05 19:33:20
23086	user54	FREEBOX_MARCANTOINE	14:0c:76:7f:c4:ea	-49	2437	46.24773274630056	6.020345115408353	2015-04-05 19:33:46
23087	user54	freebox_Pierre	14:0c:76:7e:d7:24	-78	2462	46.2477931772611	6.02045400124583	2015-04-05 19:33:47
23088	user54	FreeWifi	14:0c:76:7f:c4:eb	-49	2437	46.24779641711131	6.020531619244029	2015-04-05 19:33:51
23089	user54	FreeWifi	14:0c:76:7e:d7:25	-79	2462	46.247779560768564	6.020470169569622	2015-04-05 19:33:54
23090	user54	FreeWifi_secure	14:0c:76:7e:d7:26	-80	2462	46.24775772386107	6.0204219075443755	2015-04-05 19:33:55
23091	user54	Livebox-29EC	2c:39:96:2e:29:ec	-84	2412	46.24786180189542	6.020465153545622	2015-04-05 19:33:57
23092	user54	FreeWifi_secure	00:24:d4:d9:df:ae	-83	2462	46.24769775543827	6.020450030511117	2015-04-05 19:33:58
23093	user54	CINDIM	00:24:d4:d9:df:ac	-82	2462	46.24772972291231	6.020496670405389	2015-04-05 19:33:58
23094	user54	FreeWifi	00:24:d4:d9:df:ad	-83	2462	46.24770443858361	6.020398789422312	2015-04-05 19:33:59
23095	user54	FreeWifi	00:24:d4:d9:df:ad	-82	2462	46.24770443858361	6.020398789422312	2015-04-05 19:35:18
23096	user54	FREEBOX_MARCANTOINE	14:0c:76:7f:c4:ea	-52	2437	46.24773274630056	6.020345115408353	2015-04-05 19:35:24
23097	user54	freebox_Pierre	14:0c:76:7e:d7:24	-86	2462	46.2477931772611	6.02045400124583	2015-04-05 19:35:25
23098	user54	CINDIM	00:24:d4:d9:df:ac	-89	2462	46.24772972291231	6.020496670405389	2015-04-05 19:35:28
23099	user54	FreeWifi	00:24:d4:d9:df:ad	-86	2462	46.24770443858361	6.020398789422312	2015-04-05 19:35:32
23100	user54	Livebox-4DD2	4c:ac:0a:52:4d:d2	-95	2437	46.24786618005166	6.020419656808416	2015-04-05 19:35:43
23101	user54	FreeWifi	14:0c:76:7f:c4:eb	-40	2437	46.24779641711131	6.020531619244029	2015-04-05 19:35:54
23102	user54	Livebox-29EC	2c:39:96:2e:29:ec	-82	2412	46.24786180189542	6.020465153545622	2015-04-05 19:35:56
23103	user54	FreeWifi_secure	00:24:d4:d9:df:ae	-75	2462	46.24769775543827	6.020450030511117	2015-04-05 19:35:56
23104	user54	CINDIM	00:24:d4:d9:df:ac	-76	2462	46.24772972291231	6.020496670405389	2015-04-05 19:35:57
23105	user54	FreeWifi	00:24:d4:d9:df:ad	-75	2462	46.24770443858361	6.020398789422312	2015-04-05 19:35:58
23106	user54	Livebox-4DD2	4c:ac:0a:52:4d:d2	-93	2437	46.24786618005166	6.020419656808416	2015-04-05 19:35:59
23107	user54	FREEBOX_MARCANTOINE	14:0c:76:7f:c4:ea	-43	2437	46.24773274630056	6.020345115408353	2015-04-05 19:36:06
23108	user54	FreeWifi_secure	14:0c:76:7f:c4:ec	-43	2437	46.24771513999726	6.020426198871158	2015-04-05 19:36:06
23109	user54	FreeWifi	14:0c:76:7e:d7:25	-75	2462	46.247779560768564	6.020470169569622	2015-04-05 19:36:08
23110	user54	FreeWifi_secure	14:0c:76:7e:d7:26	-75	2462	46.24775772386107	6.0204219075443755	2015-04-05 19:36:11
23111	user54	FreeWifi_secure	00:24:d4:d9:df:ae	-80	2462	46.24769775543827	6.020450030511117	2015-04-05 19:36:14
23112	user54	CINDIM	00:24:d4:d9:df:ac	-79	2462	46.24772972291231	6.020496670405389	2015-04-05 19:36:16
23113	user54	FreeWifi	00:24:d4:d9:df:ad	-80	2462	46.24770443858361	6.020398789422312	2015-04-05 19:36:17
23114	user54	Livebox-4DD2	4c:ac:0a:52:4d:d2	-94	2437	46.24786618005166	6.020419656808416	2015-04-05 19:36:23
23115	user54	orange	42:ac:0a:52:4d:d2	-93	2437	46.24781396669219	6.020476226307183	2015-04-05 19:36:24
23116	user54	FREEBOX_MARCANTOINE	14:0c:76:7f:c4:ea	-34	2437	46.24773274630056	6.020345115408353	2015-04-05 19:36:40
23117	user54	FreeWifi_secure	14:0c:76:7f:c4:ec	-40	2437	46.24771513999726	6.020426198871158	2015-04-05 19:36:40
23118	user54	freebox_Pierre	14:0c:76:7e:d7:24	-76	2462	46.2477931772611	6.02045400124583	2015-04-05 19:36:41
23119	user54	FreeWifi	14:0c:76:7f:c4:eb	-36	2437	46.24779641711131	6.020531619244029	2015-04-05 19:36:42
23120	user54	FreeWifi	14:0c:76:7e:d7:25	-80	2462	46.247779560768564	6.020470169569622	2015-04-05 19:36:45
23121	user54	FreeWifi_secure	00:24:d4:d9:df:ae	-73	2462	46.24769775543827	6.020450030511117	2015-04-05 19:36:47
23122	user54	CINDIM	00:24:d4:d9:df:ac	-73	2462	46.24772972291231	6.020496670405389	2015-04-05 19:36:48
23123	user54	Livebox-4DD2	4c:ac:0a:52:4d:d2	-96	2437	46.247772561117756	6.020355340007794	2015-04-05 19:36:49
23124	user54	FREEBOX_MARCANTOINE	14:0c:76:7f:c4:ea	-47	2437	46.24773274630056	6.020345115408353	2015-04-05 19:36:55
23125	user54	FreeWifi_secure	14:0c:76:7f:c4:ec	-46	2437	46.24771513999726	6.020426198871158	2015-04-05 19:36:55
23126	user54	FreeWifi	14:0c:76:7f:c4:eb	-46	2437	46.24779641711131	6.020531619244029	2015-04-05 19:36:56
23127	user54	FreeWifi	14:0c:76:7e:d7:25	-88	2462	46.247779560768564	6.020470169569622	2015-04-05 19:36:57
23128	user54	FreeWifi_secure	14:0c:76:7e:d7:26	-79	2462	46.24775772386107	6.0204219075443755	2015-04-05 19:36:57
23129	user54	Livebox-29EC	2c:39:96:2e:29:ec	-93	2412	46.24786180189542	6.020465153545622	2015-04-05 19:37:09
23130	user54	CINDIM	00:24:d4:d9:df:ac	-80	2462	46.24772972291231	6.020496670405389	2015-04-05 19:37:15
23131	user54	FreeWifi_secure	14:0c:76:7f:c4:ec	-52	2437	46.24771513999726	6.020426198871158	2015-04-05 19:37:30
23132	user54	FreeWifi	14:0c:76:7f:c4:eb	-37	2437	46.24779641711131	6.020531619244029	2015-04-05 19:37:48
23133	user54	Livebox-29EC	2c:39:96:2e:29:ec	-85	2412	46.24786180189542	6.020465153545622	2015-04-05 19:37:49
23134	user54	FreeWifi	00:24:d4:d9:df:ad	-84	2462	46.24770443858361	6.020398789422312	2015-04-05 19:38:03
23135	user54	freebox_Pierre	14:0c:76:7e:d7:24	-75	2462	46.2477931772611	6.02045400124583	2015-04-05 19:38:09
23136	user54	FreeWifi	14:0c:76:7e:d7:25	-69	2462	46.247779560768564	6.020470169569622	2015-04-05 19:38:10
23137	user54	FreeWifi_secure	14:0c:76:7e:d7:26	-69	2462	46.24775772386107	6.0204219075443755	2015-04-05 19:38:11
23138	user54	FreeWifi_secure	00:24:d4:d9:df:ae	-86	2462	46.24769775543827	6.020450030511117	2015-04-05 19:38:12
23139	user54	CINDIM	00:24:d4:d9:df:ac	-88	2462	46.24772972291231	6.020496670405389	2015-04-05 19:38:13
23140	user54	orange	42:ac:0a:52:4d:d2	-92	2437	46.24775779310878	6.020542128006781	2015-04-05 19:38:15
23141	user54	FREEBOX_MARCANTOINE	14:0c:76:7f:c4:ea	-38	2437	46.24773274630056	6.020345115408353	2015-04-05 19:38:28
23142	user54	FreeWifi_secure	14:0c:76:7f:c4:ec	-37	2437	46.24771513999726	6.020426198871158	2015-04-05 19:38:28
23143	user54	FreeWifi	14:0c:76:7e:d7:25	-85	2462	46.247779560768564	6.020470169569622	2015-04-05 19:38:30
23144	user54	Livebox-29EC	2c:39:96:2e:29:ec	-79	2412	46.24786180189542	6.020465153545622	2015-04-05 19:38:31
23145	user54	CINDIM	00:24:d4:d9:df:ac	-86	2462	46.24772972291231	6.020496670405389	2015-04-05 19:38:32
23146	user54	FreeWifi	00:24:d4:d9:df:ad	-67	2462	46.24770443858361	6.020398789422312	2015-04-05 19:38:33
